UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,XAPPLCN,APPLCN,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSN,ADMSSN,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLT,ENRLT,XENRLM,ENRLM,XENRLW,ENRLW,XENRLFT,ENRLFT,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPT,ENRLPT,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75 ,INSTNM,IALIAS,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,DUNS,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,VETURL,ATHURL,DISAURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,INSTCAT,C21BASIC,C21IPUG,C21IPGRD,C21UGPRF,C21ENPRF,C21SZSET,C18BASIC,C15BASIC,CCBASIC,CARNEGIE,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,F1SYSCOD,CBSA,CBSATYPE,CSA,NECTA,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE,DFRCGID,DFRCUSCG
209056,5,5,1,5,1,3,5,1,3,R,5519,R,1922.0,R,3597.0,R,4385.0,R,1447.0,R,2938.0,R,677.0,R,232.0,R,445.0,R,677.0,R,232.0,R,445.0,R,0.0,R,0.0,R,0.0,R,106.0,R,16.0,R,76.0,R,11.0,R,650.0,R,730.0,R,590.0,R,690.0,R,27.0,R,32.0,R,27.0,R,34.0,R,25.0,R,30.0,Lewis & Clark College,Lewis and Clark College,615 S Palatine Hill Rd,Portland,OR,97219-7899,41,8,Wim Wiewel,President,5037687000,930386858,009418286,319700,1,www.lclark.edu/,college.lclark.edu/offices/admissions/,https://www.lclark.edu/offices/financial_aid/,www.lclark.edu/college/offices/admissions/apply/,www.lclark.edu/offices/financial_aid/undergrad/net_price_calculator/,www.lclark.edu/programs/veterans/,www.lclark.edu/about/at_a_glance/consumer_information/,www.lclark.edu/offices/student-accessibility,2,1,2,9,1,1,13,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,21,6,11,14,5,11,21,21,21,31,2,2,2,-2,-2,38900,1,440,-2,41051,Multnomah County,4103,-122.669137,45.450882,130,1
209409,1,5,1,2,5,3,5,1,3,R,456,R,213.0,R,243.0,R,310.0,R,132.0,R,178.0,R,85.0,R,43.0,R,42.0,R,85.0,R,43.0,R,42.0,R,0.0,R,0.0,R,0.0,R,3.0,R,4.0,R,4.0,R,5.0,R,595.0,R,620.0,R,545.0,R,595.0,R,17.0,R,18.0,R,15.0,R,18.0,R,17.0,R,18.0,Bushnell University,Bushnell,828 E. 11th Ave.,Eugene,OR,97401-3745,41,8,Joseph Womack,President,5413431641,930433696,053608782,320800,1,www.bushnell.edu/,www.bushnell.edu/admissions/,www.bushnell.edu/admissions/tuition-scholarships-financial-aid/,www.bushnell.edu/admissions/apply/,www.bushnell.edu/admissions/undergraduate/tuition-scholarships-financial-aid/net-price-calculator/,www.bushnell.edu/academics/military-veteran-students/veteran-benefits/, ,www.bushnell.edu/academics/academic-services/accessibility-services/,2,1,2,8,1,1,20,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,20,13,9,11,5,8,19,20,22,32,2,1,2,-2,-2,21660,1,-2,-2,41039,Lane County,4104,-123.079754,44.047483,127,1
209506,1,3,1,1,3,3,5,1,3,R,4593,R,1911.0,R,2682.0,R,4162.0,R,1719.0,R,2443.0,R,443.0,R,234.0,R,209.0,R,403.0,R,218.0,R,185.0,R,40.0,R,16.0,R,24.0,R,52.0,R,12.0,R,44.0,R,10.0,R,538.0,R,650.0,R,528.0,R,650.0,R,21.0,R,28.0,R,19.0,R,26.0,R,20.0,R,28.0,Oregon Institute of Technology,OIT|Oregon Tech,3201 Campus Drive,Klamath Falls,OR,97601-8801,41,8,Nagi Naganathan,President,5418851000,936001786,055968499,321100,1,https://www.oit.edu/,https://www.oit.edu/admissions,https://www.oit.edu/faid,https://www.oit.edu/apply,https://www.oit.edu/college-costs/tuition-fees/net-price-calculator,https://www.oit.edu/college-costs/financial-aid/veterans,https://www.oregontechowls.com/sports/2018/5/8/athletic-financial-disclosures.aspx,www.oit.edu/academics/ssc/disability-services,1,1,1,7,1,1,20,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,2,22,19,8,9,3,9,22,22,22,54,2,2,2,-2,-2,28900,2,-2,-2,41035,Klamath County,4102,-121.785177,42.257152,136,1
209542,1,2,1,1,3,2,5,1,3,R,23188,R,10579.0,R,12609.0,R,20687.0,R,9225.0,R,11462.0,R,3965.0,R,2018.0,R,1947.0,R,3603.0,R,1856.0,R,1747.0,R,362.0,R,162.0,R,200.0,R,1009.0,R,25.0,R,513.0,R,13.0,R,560.0,R,680.0,R,560.0,R,690.0,R,21.0,R,28.0,R,20.0,R,27.0,R,20.0,R,28.0,Oregon State University, ,1500 SW Jefferson Avenue,Corvallis,OR,97331,41,8,Rebecca Johnson,Interim President,5417370123,611730890,187624247,321000,1,https://oregonstate.edu/,https://admissions.oregonstate.edu/,https://financialaid.oregonstate.edu/,https://oregonstate.force.com/AppLogin,https://financialaid.oregonstate.edu/net-price-calculator,https://veterans.oregonstate.edu/,https://institutionalresearch.oregonstate.edu/retentiondegreegraduation-reports,https://ds.oregonstate.edu/,1,1,1,9,1,1,11,1,2,2,1,2,13,1,A ,-2,-2,-2,1,1,1,1,1,2,15,17,14,9,4,15,15,15,15,15,1,5,2,-2,-2,18700,1,440,-2,41003,Benton County,4104,-123.274723,44.56395,92,1
209612,1,2,1,2,1,3,5,1,3,R,2266,R,1037.0,R,1229.0,R,2063.0,R,934.0,R,1129.0,R,363.0,R,166.0,R,197.0,R,363.0,R,166.0,R,197.0,A,,A,,A,,R,30.0,R,8.0,R,32.0,R,9.0,R,550.0,R,650.0,R,540.0,R,660.0,R,19.0,R,27.0,R,17.0,R,27.0,R,19.0,R,27.0,Pacific University,Pacific|PU|Pac U|PacificU|Pacific University Oregon,2043 College Way,Forest Grove,OR,97116,41,8,Dr. Lesley Hallick,President,8777228648,930386892,055978035,321200,1,https://www.pacificu.edu/,https://www.pacificu.edu/admissions/undergraduate-admissions,https://www.pacificu.edu/financial-aid-scholarships,https://www.pacificu.edu/admissions/undergraduate-admissions/apply-now,https://www.pacificu.edu/financial-aid-scholarships/net-price-calculator, , ,https://www.pacificu.edu/academics/academic-support/learning-support-services,2,1,2,9,1,1,11,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,2,17,13,18,13,6,14,17,18,18,21,2,2,2,-2,-2,38900,1,440,-2,41067,Washington County,4101,-123.108777,45.521394,102,2
209807,1,3,1,1,2,2,5,1,3,R,6859,R,2394.0,R,4465.0,R,6751.0,R,2352.0,R,4399.0,R,1741.0,R,690.0,R,1051.0,R,1604.0,R,628.0,R,976.0,R,137.0,R,62.0,R,75.0,R,146.0,R,9.0,R,133.0,R,8.0,R,510.0,R,640.0,R,490.0,R,610.0,R,17.0,R,24.0,R,15.0,R,26.0,R,18.0,R,29.0,Portland State University, ,724 SW Harrison,Portland,OR,97201,41,8,Stephen Percy,President,5037253000,936001786,052226800,321600,1,www.pdx.edu/,https://www.pdx.edu/admissions,www.pdx.edu/finaid/,https://www.pdx.edu/undergraduate-admissions/freshman-how-when-to-apply,www.pdx.edu/finaid/net-price-calculator,https://www.pdx.edu/veterans, ,www.pdx.edu/drc,1,1,1,9,1,1,12,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,16,14,17,7,4,15,16,16,16,16,2,5,2,-2,-2,38900,1,440,-2,41051,Multnomah County,4103,-122.686289,45.511601,95,1
209825,1,2,1,1,1,3,5,1,3,R,12044,R,3812.0,R,8232.0,R,9778.0,R,3121.0,R,6657.0,R,911.0,R,340.0,R,571.0,R,907.0,R,339.0,R,568.0,R,4.0,R,1.0,R,3.0,R,163.0,R,18.0,R,90.0,R,10.0,R,595.0,R,690.0,R,570.0,R,670.0,R,26.0,R,31.0,R,24.0,R,32.0,R,25.0,R,29.0,University of Portland, ,5000 N Willamette Blvd,Portland,OR,97203-5798,41,8,Herbert Medina,Acting President,5039438000,930401259,009419052,322400,1,https://www.up.edu/,https://www.up.edu/admissions/index.html,https://www.up.edu/finaid/index.html,https://www.uportland.org/freshman/,https://www.up.edu/finaid/costs/net-price-calculator.html,https://www.up.edu/finaid/other-aid/veterans.html,portlandpilots.com/sports/2016/1/5/GEN_0105163510.aspx,https://www.up.edu/aes/index.html,2,1,2,9,1,1,13,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,19,13,6,12,3,14,19,19,18,21,2,2,2,-2,-2,38900,1,440,-2,41051,Multnomah County,4103,-122.726691,45.572724,119,1
210146,1,3,1,1,3,2,2,1,3,R,1913,R,684.0,R,1229.0,R,1716.0,R,617.0,R,1099.0,R,519.0,R,220.0,R,299.0,R,478.0,R,198.0,R,280.0,R,41.0,R,22.0,R,19.0,R,166.0,R,32.0,R,111.0,R,21.0,R,500.0,R,630.0,R,480.0,R,600.0,R,18.0,R,25.0,R,16.0,R,24.0,R,16.0,R,24.0,Southern Oregon University, ,1250 Siskiyou Blvd,Ashland,OR,97520,41,8,Dr. Linda Schott,President,5415527672,472963287,054976071,321900,1,www.sou.edu/,https://www.sou.edu/admissions,https://sou.edu/financial-aid/,https://sou.edu/admissions/apply/how-to-apply/,https://sou.edu/financial-aid/cost-of-attendance/tuition-calculator/,https://inside.sou.edu/veterans/index.html, ,https://inside.sou.edu/dr/index.html,1,1,1,7,1,1,20,1,2,2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,1,2,18,13,6,7,4,13,18,18,18,21,2,3,2,-2,-2,32780,1,366,-2,41029,Jackson County,4102,-122.695081,42.185077,110,1
210331,1,3,1,3,1,3,5,1,5,R,2136,R,785.0,R,1351.0,R,801.0,R,279.0,R,522.0,R,173.0,R,73.0,R,100.0,R,167.0,R,70.0,R,97.0,R,6.0,R,3.0,R,3.0,R,29.0,R,17.0,R,8.0,R,5.0,R,503.0,R,605.0,R,500.0,R,560.0,R,21.0,R,26.0,R,18.0,R,27.0,R,17.0,R,27.0,Corban University, ,5000 Deer Park Dr SE,Salem,OR,97317-9392,41,8,Dr. Tom Cornman,Provost,5035818600,941312349,055968614,133900,1,www.corban.edu/,www.corban.edu/admissions-aid/,https://www.corban.edu/admissions-aid/tuition-aid/,https://www.corban.edu/admissions-aid/apply/,https://npc.collegeboard.org/student/app/corban,https://www.corban.edu/registrar/veterans/,www.corban.edu/about/consumer-information/,https://www.corban.edu/registrar/student-support-services/,2,1,2,9,1,1,14,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,20,16,10,11,4,8,22,20,22,32,2,2,2,-2,-2,41420,1,440,-2,41047,Marion County,4105,-122.961129,44.882399,126,1
210492,1,3,1,1,1,3,5,1,3,R,498,R,215.0,R,283.0,R,451.0,R,186.0,R,265.0,R,75.0,R,43.0,R,32.0,R,75.0,R,43.0,R,32.0,R,0.0,R,0.0,R,0.0,R,18.0,R,24.0,R,2.0,R,3.0,R,530.0,R,670.0,R,445.0,R,623.0,R,27.0,R,28.0,R,26.0,R,27.0,R,24.0,R,25.0,Bryn Athyn College of the New Church,Bryn Athyn College,2945 College Drive,Bryn Athyn,PA,19009-0717,42,2,Brian Blair,President,2675026000,231433899,785710591,322800,1,www.brynathyn.edu/,www.brynathyn.edu/admissions,brynathyn.edu/costs-and-financial-aid/index.html,https://brynathyn.edu/admissions/applying-to-bryn-athyn/index.html,https://npc.collegeboard.org/app/brynathyn, , ,www.brynathyn.edu/student-life/office-of-disability-resources/,2,1,2,7,1,1,20,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,2,21,9,8,10,3,8,21,21,21,-2,2,1,2,-2,-2,37980,1,428,-2,42091,Montgomery County,4204,-75.060808,40.134393,135,1
210669,1,5,1,1,1,3,5,1,3,R,4667,R,2296.0,R,2371.0,R,3521.0,R,1620.0,R,1901.0,R,408.0,R,201.0,R,207.0,R,408.0,R,201.0,R,207.0,A,,A,,A,,R,113.0,R,28.0,R,52.0,R,13.0,R,580.0,R,680.0,R,560.0,R,670.0,R,23.0,R,28.0,R,22.0,R,30.0,R,21.0,R,27.0,Allegheny College, ,520 N Main St,Meadville,PA,16335-3902,42,2,Hilary L. Link,President,8143323100,250965212,074973918,323000,1,https://allegheny.edu/,https://sites.allegheny.edu/admissions/,https://sites.allegheny.edu/finaid/,https://sites.allegheny.edu/admissions/apply/,https://allegheny.edu/npc, , ,https://sites.allegheny.edu/disabilityservices/,2,1,2,5,1,2,30,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,2,21,6,0,14,2,11,21,21,21,31,2,2,2,-2,-2,32740,2,240,-2,42039,Crawford County,4216,-80.147168,41.64869,132,2
210739,1,2,1,1,1,3,5,1,3,R,3554,R,1176.0,R,2378.0,R,2780.0,R,888.0,R,1892.0,R,516.0,R,179.0,R,337.0,R,510.0,R,179.0,R,331.0,R,6.0,R,0.0,R,6.0,R,158.0,R,31.0,R,23.0,R,4.0,R,550.0,R,640.0,R,530.0,R,620.0,R,23.0,R,29.0,R,22.0,R,31.0,R,21.0,R,27.0,DeSales University, ,2755 Station Avenue,Center Valley,PA,18034-9568,42,2,"Rev. James J. Greenfield, OSFS",President,6102821100,231653718,073617227,398600,1,www.desales.edu/,www.desales.edu/admissions-financial-aid,www.desales.edu/admissions-financial-aid/undergraduate-admissions-aid/financial-aid-scholarships,www.desales.edu/admissions-financial-aid/undergraduate-admissions-aid/how-to-apply,cvweb02.desales.edu/costestimator/,www.desales.edu/admissions-financial-aid/military-benefits-services, ,www.desales.edu/academics/academic-support-resources/disability-services-office,2,1,2,9,1,1,13,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1,2,17,16,8,12,4,10,18,18,18,21,2,2,2,-2,-2,10900,1,-2,-2,42077,Lehigh County,4207,-75.375608,40.539091,102,1
211088,2,2,1,1,1,1,5,1,3,R,5636,R,1831.0,R,3805.0,R,4645.0,R,1403.0,R,3242.0,R,390.0,R,135.0,R,255.0,R,390.0,R,135.0,R,255.0,R,0.0,R,0.0,R,0.0,R,116.0,R,30.0,R,19.0,R,5.0,R,560.0,R,640.0,R,520.0,R,640.0,R,22.0,R,27.0,R,22.0,R,26.0,R,23.0,R,28.0,Arcadia University,Beaver College,450 S Easton Rd,Glenside,PA,19038-3295,42,2,Ajay Nair,President,2155722900,231352620,077070035,323500,1,https://www.arcadia.edu/,https://www.arcadia.edu/admissions/,https://www.arcadia.edu/admissions/financial-aid-scholarships,https://www.arcadia.edu/admissions/undergraduate/how-apply,https://www.arcadia.edu/admissions/financial-aid-scholarships/net-price-calculator,https://www.arcadia.edu/admissions/financial-aid-scholarships/veterans-programs,https://www.arcadia.edu/university/policies-guidelines/your-right-know,https://www.arcadia.edu/academics/academic-support/disability-support-services,2,1,2,9,1,1,11,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,2,18,10,12,12,5,11,18,18,18,21,2,2,2,-2,-2,37980,1,428,-2,42091,Montgomery County,4204,-75.163876,40.092606,113,2
211291,1,2,1,1,1,5,5,1,3,R,11263,R,5652.0,R,5611.0,R,3886.0,R,1751.0,R,2135.0,R,1027.0,R,492.0,R,535.0,R,1027.0,R,492.0,R,535.0,A,,A,,A,,R,360.0,R,35.0,R,179.0,R,17.0,R,640.0,R,710.0,R,655.0,R,740.0,R,29.0,R,33.0,R,29.0,R,34.0,R,27.0,R,33.0,Bucknell University, ,One Dent Drive,Lewisburg,PA,17837,42,2,John Bravman,President,5705772000,240772407,003030335,323800,1,www.bucknell.edu/,https://www.bucknell.edu/admissions-aid,https://www.bucknell.edu/admissions-aid/tuition-financial-aid,https://www.commonapp.org/,npc.collegeboard.org/student/app/bucknell, ,https://www.bucknell.edu/azdirectory/institutional-research-planning/institutional-data/higher-education-opportunity-act,www.bucknell.edu/Accessibility,2,1,2,7,1,1,20,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,2,21,10,4,14,3,14,21,21,21,31,2,2,2,-2,-2,30260,2,146,-2,42119,Union County,4212,-76.882616,40.954317,130,1
211352,1,2,1,1,5,3,5,1,3,R,3256,R,1011.0,R,2245.0,R,2606.0,R,773.0,R,1833.0,R,306.0,R,123.0,R,183.0,R,306.0,R,123.0,R,183.0,R,0.0,R,0.0,R,0.0,R,45.0,R,15.0,R,7.0,R,2.0,R,495.0,R,620.0,R,503.0,R,595.0,R,18.0,R,25.0,R,21.0,R,25.0,R,23.0,R,26.0,Cabrini University, ,610 King of Prussia Rd,Radnor,PA,19087-3698,42,2,Donald Taylor,President,6109028100,231526668,071449789,324100,1,www.cabrini.edu/,www.cabrini.edu/admissions,www.cabrini.edu/financialaid,www.cabrini.edu/apply,www.cabrini.edu/calculator,www.cabrini.edu/veterans, ,www.cabrini.edu/Disability,2,1,2,9,1,1,12,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,2,19,13,18,10,4,11,18,18,18,22,2,2,2,-2,-2,37980,1,428,-2,42045,Delaware County,4205,-75.375263,40.056355,120,2
211361,1,5,1,3,5,5,5,5,3,R,3933,R,1510.0,R,2423.0,R,3818.0,R,1463.0,R,2355.0,R,815.0,R,325.0,R,490.0,R,789.0,R,319.0,R,470.0,R,26.0,R,6.0,R,20.0,R,307.0,R,38.0,R,48.0,R,6.0,R,480.0,R,580.0,R,460.0,R,570.0,R,18.0,R,24.0,R,16.0,R,24.0,R,17.0,R,25.0,California University of Pennsylvania, ,250 University Ave,California,PA,15419-1394,42,2,Dale-Elizabeth Pehrsson,"Interim President, California University of PA",7249384400,251508140,796904324,331600,1,www.calu.edu/,www.calu.edu/admissions/undergraduate/index.aspx,www.calu.edu/costs-aid/financial-aid/,www.calu.edu/admissions/apply/index.aspx,www.calu.edu/costs-aid/net-price-calculator.aspx,www.calu.edu/military-veteran/index.aspx, ,www.calu.edu/inside/student-resources/disabilities/index.aspx,1,1,1,9,1,1,13,1,2,2,2,2,23,1,A ,-2,-2,-2,1,1,1,1,1,2,18,16,4,11,4,13,18,18,18,21,2,3,1,Pennsylvania State System of Higher Education,142050,38300,1,430,-2,42125,Washington County,4214,-79.88679,40.064964,109,2
211431,1,5,1,2,5,3,5,1,3,R,1044,R,191.0,R,853.0,R,961.0,R,160.0,R,801.0,R,185.0,R,26.0,R,159.0,R,181.0,R,24.0,R,157.0,R,4.0,R,2.0,R,2.0,R,87.0,R,48.0,R,10.0,R,6.0,R,480.0,R,590.0,R,475.0,R,550.0,R,21.0,R,24.0,R,18.0,R,25.0,R,17.0,R,21.0,Carlow University, ,3333 Fifth Ave,Pittsburgh,PA,15213-3165,42,2,Dr. Kathy Humphrey,President,4125786000,250965438,074951625,330300,1,www.carlow.edu/,www.carlow.edu/admissions-aid/admissions/,www.carlow.edu/admissions-aid/tuition-financial-aid/financial-aid/,https://www.carlow.edu/admissions-aid/admissions/apply/,www.carlow.edu/admissions-aid/tuition-financial-aid/net-price-calculators/,www.carlow.edu/admissions-aid/admissions/military-veterans/,www.carlow.edu/about/quick-facts/graduation-rates-for-athletes/,www.carlow.edu/student-life/student-services/disability-services/,2,1,2,9,1,1,13,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,18,16,8,7,5,10,18,18,19,21,2,2,2,-2,-2,38300,1,430,-2,42003,Allegheny County,4218,-79.963448,40.439293,115,1
211440,1,5,1,1,1,1,5,1,3,R,32896,R,19878.0,R,13018.0,R,4453.0,R,2122.0,R,2331.0,R,1896.0,R,912.0,R,984.0,R,1896.0,R,912.0,R,984.0,R,0.0,R,0.0,R,0.0,R,905.0,R,48.0,R,416.0,R,22.0,R,710.0,R,760.0,R,770.0,R,800.0,R,33.0,R,35.0,R,34.0,R,36.0,R,33.0,R,36.0,Carnegie Mellon University,Carnegie Mellon; CMU,5000 Forbes Avenue,Pittsburgh,PA,15213-3890,42,2,Farnam Jahanian,President,4122682000,250969449,052184116,324200,1,www.cmu.edu/,admission.enrollment.cmu.edu/,admission.enrollment.cmu.edu/pages/financial-aid,admission.enrollment.cmu.edu/pages/apply-now,admission.enrollment.cmu.edu/pages/financial-aid-estimator,www.cmu.edu/hub/registrar/veterans-benefits/, ,www.cmu.edu/hr/resources/hr-partners/disability.html,2,1,2,9,1,1,12,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,15,11,15,14,5,17,15,15,15,15,2,4,2,-2,-2,38300,1,430,-2,42003,Allegheny County,4218,-79.941993,40.44357,94,1
211468,1,1,1,1,1,3,1,1,3,R,1233,R,24.0,R,1209.0,R,848.0,R,13.0,R,835.0,R,168.0,R,2.0,R,166.0,R,168.0,R,2.0,R,166.0,R,0.0,R,0.0,R,0.0,R,55.0,R,33.0,R,7.0,R,4.0,R,530.0,R,620.0,R,490.0,R,590.0,R,20.0,R,29.0,R,21.0,R,28.0,R,19.0,R,26.0,Cedar Crest College, ,100 College Drive,Allentown,PA,18104-6196,42,2,Dr. Elizabeth Meade,President,6106064666,231365953,047354113,324300,1,www.cedarcrest.edu/,www.cedarcrest.edu/traditional/index.shtm,www.cedarcrest.edu/stufinserv/index.shtm,https://cedarcrestcollege.force.com/ERx_Forms__Portal_Login,www.collegecostcalculator.org/cedarcrestcollege,www.cedarcrest.edu/veteran/, ,https://www.cedarcrest.edu/ada_file.shtm,2,1,2,9,1,1,13,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,20,16,6,7,4,10,20,22,22,32,2,2,2,-2,-2,10900,1,-2,-2,42077,Lehigh County,4207,-75.519221,40.586318,126,1
211981,1,5,1,1,5,3,5,1,3,R,1854,R,822.0,R,1032.0,R,1721.0,R,742.0,R,979.0,R,378.0,R,152.0,R,226.0,R,376.0,R,152.0,R,224.0,R,2.0,R,0.0,R,2.0,R,128.0,R,34.0,R,12.0,R,3.0,R,530.0,R,640.0,R,520.0,R,610.0,R,23.0,R,28.0,R,20.0,R,29.0,R,23.0,R,26.0,Delaware Valley University, ,700 E Butler Ave,Doylestown,PA,18901-2697,42,2,Dr. Benjamin Rusiloski,"Interim President, VP of Academic Affairs",2153451500,231352665,079486007,325200,1,www.delval.edu/,www.delval.edu/admission-aid,www.delval.edu/offices-services/financial-aid,www.delval.edu/apply,www.delval.studentaidcalculator.com/survey.aspx,www.delval.edu/academics/for-military-members-veterans,www.delval.edu/about-delval/consumer-information,www.delval.edu/events-campus-life/services-and-supports/disability-services,2,1,2,9,1,1,12,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,2,20,19,12,10,4,11,20,20,22,32,2,2,2,-2,-2,37980,1,428,-2,42017,Bucks County,4201,-75.158452,40.298659,125,2
212054,1,2,1,2,1,2,5,1,3,R,34519,R,16233.0,R,18286.0,R,28522.0,R,13191.0,R,15331.0,R,2854.0,R,1371.0,R,1483.0,R,2831.0,R,1359.0,R,1472.0,R,23.0,R,12.0,R,11.0,R,1061.0,R,37.0,R,255.0,R,9.0,R,600.0,R,690.0,R,610.0,R,720.0,R,26.0,R,32.0,R,25.0,R,34.0,R,25.0,R,31.0,Drexel University,Drexel,3141 Chestnut St,Philadelphia,PA,19104,42,2,John A. Fry,President,2158952000,231352630,002604817,325600,1,https://drexel.edu/,https://drexel.edu/admissions/overview/,https://drexel.edu/drexelcentral/finaid/overview/,https://drexel.edu/admissions/apply/,https://drexel.edu/drexelcentral/finaid/prospective-students/net-price-calculator/,https://drexel.edu/drexelcentral/finaid/financing/veterans/yellow-ribbon-program/,https://www.ncaa.org/about/resources/research/graduation-rates,https://drexel.edu/oed/disabilityResources/overview/,2,1,2,9,1,1,11,1,2,2,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,15,17,14,15,5,16,15,16,16,16,2,5,2,-2,-2,37980,1,428,-2,42101,Philadelphia County,4203,-75.190051,39.955217,94,2
212106,1,3,1,1,3,3,5,5,3,R,10512,R,3472.0,R,7037.0,R,8857.0,R,2921.0,R,5936.0,R,1233.0,R,444.0,R,789.0,R,1231.0,R,443.0,R,788.0,R,2.0,R,1.0,R,1.0,R,416.0,R,34.0,R,119.0,R,10.0,R,580.0,R,660.0,R,560.0,R,650.0,R,24.0,R,29.0,R,23.0,R,31.0,R,23.0,R,28.0,Duquesne University, ,Administration Bldg 600 Forbes Ave,Pittsburgh,PA,15282,42,2,Ken Gormley,President,4123966000,251035663,004501193,325800,1,www.duq.edu/,www.duq.edu/admissions-and-aid/undergraduate-admissions,www.duq.edu/admissions-and-aid/financial-aid,www.duq.edu/admissions-and-aid/undergraduate/apply-for-admission,www.duq.edu/admissions-and-aid/tuition/net-price-calculator,www.duq.edu/admissions-and-aid/military-and-veterans/using-your-benefits,www.duq.edu/about/facts-and-rankings/consumer-information-graduation-rates,www.duq.edu/life-at-duquesne/student-services/special-services,2,1,2,9,1,1,11,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,16,17,18,12,5,14,16,16,16,16,2,3,2,-2,-2,38300,1,430,-2,42003,Allegheny County,4218,-79.993123,40.43589,98,1
212115,1,1,1,1,3,3,5,1,3,R,3054,R,1245.0,R,1809.0,R,2852.0,R,1146.0,R,1706.0,R,679.0,R,330.0,R,349.0,R,673.0,R,326.0,R,347.0,R,6.0,R,4.0,R,2.0,R,288.0,R,42.0,R,16.0,R,2.0,R,480.0,R,580.0,R,480.0,R,570.0,R,20.0,R,26.0,R,17.0,R,23.0,R,16.0,R,25.0,East Stroudsburg University of Pennsylvania,East Stroudsburg University,200 Prospect Street,East Stroudsburg,PA,18301-2999,42,2,Kenneth Long,Interim President,5704223117,232504462,786661629,332000,1,https://www.esu.edu/,https://www.esu.edu/admissions/index.cfm,https://www.esu.edu/financial-aid/index.cfm,https://www.esu.edu/admissions/undergraduate/apply_to_esu.cfm,www.passhe.edu/answers/Calculator/EA/npcalc-212115.htm,https://www.esu.edu/veterans_affairs/,https://www.esu.edu/about/consumer_information/index.cfm,https://www.esu.edu/oasis/index.cfm,1,1,1,9,1,1,13,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,2,18,16,4,11,3,14,18,19,18,21,2,3,1,Pennsylvania State System of Higher Education,142050,20700,1,408,-2,42089,Monroe County,4207,-75.173905,40.99599,109,2
